unicode_character__c,unicode_index__c,order__c
蠮,34862.0,33136.0
蠯,34863.0,33137.0
蠰,34864.0,33138.0
蠱,34865.0,33139.0
蠲,34866.0,33140.0
蠳,34867.0,33141.0
蠴,34868.0,33142.0
蠵,34869.0,33143.0
蠶,34870.0,33144.0
蠷,34871.0,33145.0
蠸,34872.0,33146.0
蠹,34873.0,33147.0
蠺,34874.0,33148.0
蠻,34875.0,33149.0
蠼,34876.0,33150.0
蠽,34877.0,33151.0
蠾,34878.0,33152.0
蠿,34879.0,33153.0
血,34880.0,33154.0
衁,34881.0,33155.0
衂,34882.0,33156.0
衃,34883.0,33157.0
衄,34884.0,33158.0
衅,34885.0,33159.0
衆,34886.0,33160.0
衇,34887.0,33161.0
衈,34888.0,33162.0
衉,34889.0,33163.0
衊,34890.0,33164.0
衋,34891.0,33165.0
行,34892.0,33166.0
衍,34893.0,33167.0
衎,34894.0,33168.0
衏,34895.0,33169.0
衐,34896.0,33170.0
衑,34897.0,33171.0
衒,34898.0,33172.0
術,34899.0,33173.0
衔,34900.0,33174.0
衕,34901.0,33175.0
衖,34902.0,33176.0
街,34903.0,33177.0
衘,34904.0,33178.0
衙,34905.0,33179.0
衚,34906.0,33180.0
衛,34907.0,33181.0
衜,34908.0,33182.0
衝,34909.0,33183.0
衞,34910.0,33184.0
衟,34911.0,33185.0
衠,34912.0,33186.0
衡,34913.0,33187.0
衢,34914.0,33188.0
衣,34915.0,33189.0
衤,34916.0,33190.0
补,34917.0,33191.0
衦,34918.0,33192.0
衧,34919.0,33193.0
表,34920.0,33194.0
衩,34921.0,33195.0
衪,34922.0,33196.0
衫,34923.0,33197.0
衬,34924.0,33198.0
衭,34925.0,33199.0
衮,34926.0,33200.0
衯,34927.0,33201.0
衰,34928.0,33202.0
衱,34929.0,33203.0
衲,34930.0,33204.0
衳,34931.0,33205.0
衴,34932.0,33206.0
衵,34933.0,33207.0
衶,34934.0,33208.0
衷,34935.0,33209.0
衸,34936.0,33210.0
衹,34937.0,33211.0
衺,34938.0,33212.0
衻,34939.0,33213.0
衼,34940.0,33214.0
衽,34941.0,33215.0
衾,34942.0,33216.0
衿,34943.0,33217.0
袀,34944.0,33218.0
袁,34945.0,33219.0
袂,34946.0,33220.0
袃,34947.0,33221.0
袄,34948.0,33222.0
袅,34949.0,33223.0
袆,34950.0,33224.0
袇,34951.0,33225.0
袈,34952.0,33226.0
袉,34953.0,33227.0
袊,34954.0,33228.0
袋,34955.0,33229.0
袌,34956.0,33230.0
袍,34957.0,33231.0
袎,34958.0,33232.0
袏,34959.0,33233.0
袐,34960.0,33234.0
袑,34961.0,33235.0
袒,34962.0,33236.0
袓,34963.0,33237.0
袔,34964.0,33238.0
袕,34965.0,33239.0
袖,34966.0,33240.0
袗,34967.0,33241.0
袘,34968.0,33242.0
袙,34969.0,33243.0
袚,34970.0,33244.0
袛,34971.0,33245.0
袜,34972.0,33246.0
袝,34973.0,33247.0
袞,34974.0,33248.0
袟,34975.0,33249.0
袠,34976.0,33250.0
袡,34977.0,33251.0
袢,34978.0,33252.0
袣,34979.0,33253.0
袤,34980.0,33254.0
袥,34981.0,33255.0
袦,34982.0,33256.0
袧,34983.0,33257.0
袨,34984.0,33258.0
袩,34985.0,33259.0
袪,34986.0,33260.0
被,34987.0,33261.0
袬,34988.0,33262.0
袭,34989.0,33263.0
袮,34990.0,33264.0
袯,34991.0,33265.0
袰,34992.0,33266.0
袱,34993.0,33267.0
袲,34994.0,33268.0
袳,34995.0,33269.0
袴,34996.0,33270.0
袵,34997.0,33271.0
袶,34998.0,33272.0
袷,34999.0,33273.0
袸,35000.0,33274.0
袹,35001.0,33275.0
袺,35002.0,33276.0
袻,35003.0,33277.0
袼,35004.0,33278.0
袽,35005.0,33279.0
袾,35006.0,33280.0
袿,35007.0,33281.0
裀,35008.0,33282.0
裁,35009.0,33283.0
裂,35010.0,33284.0
裃,35011.0,33285.0
裄,35012.0,33286.0
装,35013.0,33287.0
裆,35014.0,33288.0
裇,35015.0,33289.0
裈,35016.0,33290.0
裉,35017.0,33291.0
裊,35018.0,33292.0
裋,35019.0,33293.0
裌,35020.0,33294.0
裍,35021.0,33295.0
裎,35022.0,33296.0
裏,35023.0,33297.0
裐,35024.0,33298.0
裑,35025.0,33299.0
裒,35026.0,33300.0
裓,35027.0,33301.0
裔,35028.0,33302.0
裕,35029.0,33303.0
裖,35030.0,33304.0
裗,35031.0,33305.0
裘,35032.0,33306.0
裙,35033.0,33307.0
裚,35034.0,33308.0
裛,35035.0,33309.0
補,35036.0,33310.0
裝,35037.0,33311.0
裞,35038.0,33312.0
裟,35039.0,33313.0
裠,35040.0,33314.0
裡,35041.0,33315.0
裢,35042.0,33316.0
裣,35043.0,33317.0
裤,35044.0,33318.0
裥,35045.0,33319.0
裦,35046.0,33320.0
裧,35047.0,33321.0
裨,35048.0,33322.0
裩,35049.0,33323.0
裪,35050.0,33324.0
裫,35051.0,33325.0
裬,35052.0,33326.0
裭,35053.0,33327.0
裮,35054.0,33328.0
裯,35055.0,33329.0
裰,35056.0,33330.0
裱,35057.0,33331.0
裲,35058.0,33332.0
裳,35059.0,33333.0
裴,35060.0,33334.0
裵,35061.0,33335.0
裶,35062.0,33336.0
裷,35063.0,33337.0
裸,35064.0,33338.0
裹,35065.0,33339.0
裺,35066.0,33340.0
裻,35067.0,33341.0
裼,35068.0,33342.0
製,35069.0,33343.0
裾,35070.0,33344.0
裿,35071.0,33345.0
褀,35072.0,33346.0
褁,35073.0,33347.0
褂,35074.0,33348.0
褃,35075.0,33349.0
褄,35076.0,33350.0
褅,35077.0,33351.0
褆,35078.0,33352.0
複,35079.0,33353.0
褈,35080.0,33354.0
褉,35081.0,33355.0
褊,35082.0,33356.0
褋,35083.0,33357.0
褌,35084.0,33358.0
褍,35085.0,33359.0
褎,35086.0,33360.0
褏,35087.0,33361.0
褐,35088.0,33362.0
褑,35089.0,33363.0
褒,35090.0,33364.0
褓,35091.0,33365.0
褔,35092.0,33366.0
褕,35093.0,33367.0
褖,35094.0,33368.0
褗,35095.0,33369.0
褘,35096.0,33370.0
褙,35097.0,33371.0
褚,35098.0,33372.0
褛,35099.0,33373.0
褜,35100.0,33374.0
褝,35101.0,33375.0
褞,35102.0,33376.0
褟,35103.0,33377.0
褠,35104.0,33378.0
褡,35105.0,33379.0
褢,35106.0,33380.0
褣,35107.0,33381.0
褤,35108.0,33382.0
褥,35109.0,33383.0
褦,35110.0,33384.0
褧,35111.0,33385.0
褨,35112.0,33386.0
褩,35113.0,33387.0
褪,35114.0,33388.0
褫,35115.0,33389.0
褬,35116.0,33390.0
褭,35117.0,33391.0
褮,35118.0,33392.0
褯,35119.0,33393.0
褰,35120.0,33394.0
褱,35121.0,33395.0
褲,35122.0,33396.0
褳,35123.0,33397.0
褴,35124.0,33398.0
褵,35125.0,33399.0
褶,35126.0,33400.0
褷,35127.0,33401.0
褸,35128.0,33402.0
褹,35129.0,33403.0
褺,35130.0,33404.0
褻,35131.0,33405.0
褼,35132.0,33406.0
褽,35133.0,33407.0
褾,35134.0,33408.0
褿,35135.0,33409.0
襀,35136.0,33410.0
襁,35137.0,33411.0
襂,35138.0,33412.0
襃,35139.0,33413.0
襄,35140.0,33414.0
襅,35141.0,33415.0
襆,35142.0,33416.0
襇,35143.0,33417.0
襈,35144.0,33418.0
襉,35145.0,33419.0
襊,35146.0,33420.0
襋,35147.0,33421.0
襌,35148.0,33422.0
襍,35149.0,33423.0
襎,35150.0,33424.0
襏,35151.0,33425.0
襐,35152.0,33426.0
襑,35153.0,33427.0
襒,35154.0,33428.0
襓,35155.0,33429.0
襔,35156.0,33430.0
襕,35157.0,33431.0
襖,35158.0,33432.0
襗,35159.0,33433.0
襘,35160.0,33434.0
襙,35161.0,33435.0
襚,35162.0,33436.0
襛,35163.0,33437.0
襜,35164.0,33438.0
襝,35165.0,33439.0
襞,35166.0,33440.0
襟,35167.0,33441.0
襠,35168.0,33442.0
襡,35169.0,33443.0
襢,35170.0,33444.0
襣,35171.0,33445.0
襤,35172.0,33446.0
襥,35173.0,33447.0
襦,35174.0,33448.0
襧,35175.0,33449.0
襨,35176.0,33450.0
襩,35177.0,33451.0
襪,35178.0,33452.0
襫,35179.0,33453.0
襬,35180.0,33454.0
襭,35181.0,33455.0
襮,35182.0,33456.0
襯,35183.0,33457.0
襰,35184.0,33458.0
襱,35185.0,33459.0
襲,35186.0,33460.0
襳,35187.0,33461.0
襴,35188.0,33462.0
襵,35189.0,33463.0
襶,35190.0,33464.0
襷,35191.0,33465.0
襸,35192.0,33466.0
襹,35193.0,33467.0
襺,35194.0,33468.0
襻,35195.0,33469.0
襼,35196.0,33470.0
襽,35197.0,33471.0
襾,35198.0,33472.0
西,35199.0,33473.0
覀,35200.0,33474.0
要,35201.0,33475.0
覂,35202.0,33476.0
覃,35203.0,33477.0
覄,35204.0,33478.0
覅,35205.0,33479.0
覆,35206.0,33480.0
覇,35207.0,33481.0
覈,35208.0,33482.0
覉,35209.0,33483.0
覊,35210.0,33484.0
見,35211.0,33485.0
覌,35212.0,33486.0
覍,35213.0,33487.0
覎,35214.0,33488.0
規,35215.0,33489.0
覐,35216.0,33490.0
覑,35217.0,33491.0
覒,35218.0,33492.0
覓,35219.0,33493.0
覔,35220.0,33494.0
覕,35221.0,33495.0
視,35222.0,33496.0
覗,35223.0,33497.0
覘,35224.0,33498.0
覙,35225.0,33499.0
覚,35226.0,33500.0
覛,35227.0,33501.0
覜,35228.0,33502.0
覝,35229.0,33503.0
覞,35230.0,33504.0
覟,35231.0,33505.0
覠,35232.0,33506.0
覡,35233.0,33507.0
覢,35234.0,33508.0
覣,35235.0,33509.0
覤,35236.0,33510.0
覥,35237.0,33511.0
覦,35238.0,33512.0
覧,35239.0,33513.0
覨,35240.0,33514.0
覩,35241.0,33515.0
親,35242.0,33516.0
覫,35243.0,33517.0
覬,35244.0,33518.0
覭,35245.0,33519.0
覮,35246.0,33520.0
覯,35247.0,33521.0
覰,35248.0,33522.0
覱,35249.0,33523.0
覲,35250.0,33524.0
観,35251.0,33525.0
覴,35252.0,33526.0
覵,35253.0,33527.0
覶,35254.0,33528.0
覷,35255.0,33529.0
覸,35256.0,33530.0
覹,35257.0,33531.0
覺,35258.0,33532.0
覻,35259.0,33533.0
覼,35260.0,33534.0
覽,35261.0,33535.0
覾,35262.0,33536.0
覿,35263.0,33537.0
觀,35264.0,33538.0
见,35265.0,33539.0
观,35266.0,33540.0
觃,35267.0,33541.0
规,35268.0,33542.0
觅,35269.0,33543.0
视,35270.0,33544.0
觇,35271.0,33545.0
览,35272.0,33546.0
觉,35273.0,33547.0
觊,35274.0,33548.0
觋,35275.0,33549.0
觌,35276.0,33550.0
觍,35277.0,33551.0
觎,35278.0,33552.0
觏,35279.0,33553.0
觐,35280.0,33554.0
觑,35281.0,33555.0
角,35282.0,33556.0
觓,35283.0,33557.0
觔,35284.0,33558.0
觕,35285.0,33559.0
觖,35286.0,33560.0
觗,35287.0,33561.0
觘,35288.0,33562.0
觙,35289.0,33563.0
觚,35290.0,33564.0
觛,35291.0,33565.0
觜,35292.0,33566.0
觝,35293.0,33567.0
觞,35294.0,33568.0
觟,35295.0,33569.0
觠,35296.0,33570.0
觡,35297.0,33571.0
觢,35298.0,33572.0
解,35299.0,33573.0
觤,35300.0,33574.0
觥,35301.0,33575.0
触,35302.0,33576.0
觧,35303.0,33577.0
觨,35304.0,33578.0
觩,35305.0,33579.0
觪,35306.0,33580.0
觫,35307.0,33581.0
觬,35308.0,33582.0
觭,35309.0,33583.0
觮,35310.0,33584.0
觯,35311.0,33585.0
觰,35312.0,33586.0
觱,35313.0,33587.0
觲,35314.0,33588.0
觳,35315.0,33589.0
觴,35316.0,33590.0
觵,35317.0,33591.0
觶,35318.0,33592.0
觷,35319.0,33593.0
觸,35320.0,33594.0
觹,35321.0,33595.0
觺,35322.0,33596.0
觻,35323.0,33597.0
觼,35324.0,33598.0
觽,35325.0,33599.0
觾,35326.0,33600.0
觿,35327.0,33601.0
言,35328.0,33602.0
訁,35329.0,33603.0
訂,35330.0,33604.0
訃,35331.0,33605.0
訄,35332.0,33606.0
訅,35333.0,33607.0
訆,35334.0,33608.0
訇,35335.0,33609.0
計,35336.0,33610.0
訉,35337.0,33611.0
訊,35338.0,33612.0
訋,35339.0,33613.0
訌,35340.0,33614.0
訍,35341.0,33615.0
討,35342.0,33616.0
訏,35343.0,33617.0
訐,35344.0,33618.0
訑,35345.0,33619.0
訒,35346.0,33620.0
訓,35347.0,33621.0
訔,35348.0,33622.0
訕,35349.0,33623.0
訖,35350.0,33624.0
託,35351.0,33625.0
記,35352.0,33626.0
訙,35353.0,33627.0
訚,35354.0,33628.0
訛,35355.0,33629.0
訜,35356.0,33630.0
訝,35357.0,33631.0
訞,35358.0,33632.0
訟,35359.0,33633.0
訠,35360.0,33634.0
訡,35361.0,33635.0
訢,35362.0,33636.0
訣,35363.0,33637.0
訤,35364.0,33638.0
訥,35365.0,33639.0
訦,35366.0,33640.0
訧,35367.0,33641.0
訨,35368.0,33642.0
訩,35369.0,33643.0
訪,35370.0,33644.0
訫,35371.0,33645.0
訬,35372.0,33646.0
設,35373.0,33647.0
訮,35374.0,33648.0
訯,35375.0,33649.0
訰,35376.0,33650.0
許,35377.0,33651.0
訲,35378.0,33652.0
訳,35379.0,33653.0
訴,35380.0,33654.0
訵,35381.0,33655.0
訶,35382.0,33656.0
訷,35383.0,33657.0
訸,35384.0,33658.0
訹,35385.0,33659.0
診,35386.0,33660.0
註,35387.0,33661.0
証,35388.0,33662.0
訽,35389.0,33663.0
訾,35390.0,33664.0
訿,35391.0,33665.0
詀,35392.0,33666.0
詁,35393.0,33667.0
詂,35394.0,33668.0
詃,35395.0,33669.0
詄,35396.0,33670.0
詅,35397.0,33671.0
詆,35398.0,33672.0
詇,35399.0,33673.0
詈,35400.0,33674.0
詉,35401.0,33675.0
詊,35402.0,33676.0
詋,35403.0,33677.0
詌,35404.0,33678.0
詍,35405.0,33679.0
詎,35406.0,33680.0
詏,35407.0,33681.0
詐,35408.0,33682.0
詑,35409.0,33683.0
詒,35410.0,33684.0
詓,35411.0,33685.0
詔,35412.0,33686.0
評,35413.0,33687.0
詖,35414.0,33688.0
詗,35415.0,33689.0
詘,35416.0,33690.0
詙,35417.0,33691.0
詚,35418.0,33692.0
詛,35419.0,33693.0
詜,35420.0,33694.0
詝,35421.0,33695.0
詞,35422.0,33696.0
詟,35423.0,33697.0
詠,35424.0,33698.0
詡,35425.0,33699.0
詢,35426.0,33700.0
詣,35427.0,33701.0
詤,35428.0,33702.0
詥,35429.0,33703.0
試,35430.0,33704.0
詧,35431.0,33705.0
詨,35432.0,33706.0
詩,35433.0,33707.0
詪,35434.0,33708.0
詫,35435.0,33709.0
詬,35436.0,33710.0
詭,35437.0,33711.0
詮,35438.0,33712.0
詯,35439.0,33713.0
詰,35440.0,33714.0
話,35441.0,33715.0
該,35442.0,33716.0
詳,35443.0,33717.0
詴,35444.0,33718.0
詵,35445.0,33719.0
詶,35446.0,33720.0
詷,35447.0,33721.0
詸,35448.0,33722.0
詹,35449.0,33723.0
詺,35450.0,33724.0
詻,35451.0,33725.0
詼,35452.0,33726.0
詽,35453.0,33727.0
詾,35454.0,33728.0
詿,35455.0,33729.0
誀,35456.0,33730.0
誁,35457.0,33731.0
誂,35458.0,33732.0
誃,35459.0,33733.0
誄,35460.0,33734.0
誅,35461.0,33735.0
誆,35462.0,33736.0
誇,35463.0,33737.0
誈,35464.0,33738.0
誉,35465.0,33739.0
誊,35466.0,33740.0
誋,35467.0,33741.0
誌,35468.0,33742.0
認,35469.0,33743.0
誎,35470.0,33744.0
誏,35471.0,33745.0
誐,35472.0,33746.0
誑,35473.0,33747.0
誒,35474.0,33748.0
誓,35475.0,33749.0
誔,35476.0,33750.0
誕,35477.0,33751.0
誖,35478.0,33752.0
誗,35479.0,33753.0
誘,35480.0,33754.0
誙,35481.0,33755.0
誚,35482.0,33756.0
誛,35483.0,33757.0
誜,35484.0,33758.0
誝,35485.0,33759.0
語,35486.0,33760.0
誟,35487.0,33761.0
誠,35488.0,33762.0
誡,35489.0,33763.0
誢,35490.0,33764.0
誣,35491.0,33765.0
誤,35492.0,33766.0
誥,35493.0,33767.0
誦,35494.0,33768.0
誧,35495.0,33769.0
誨,35496.0,33770.0
誩,35497.0,33771.0
說,35498.0,33772.0
誫,35499.0,33773.0
説,35500.0,33774.0
読,35501.0,33775.0
誮,35502.0,33776.0
誯,35503.0,33777.0
誰,35504.0,33778.0
誱,35505.0,33779.0
課,35506.0,33780.0
誳,35507.0,33781.0
誴,35508.0,33782.0
誵,35509.0,33783.0
誶,35510.0,33784.0
誷,35511.0,33785.0
誸,35512.0,33786.0
誹,35513.0,33787.0
誺,35514.0,33788.0
誻,35515.0,33789.0
誼,35516.0,33790.0
誽,35517.0,33791.0
誾,35518.0,33792.0
調,35519.0,33793.0
諀,35520.0,33794.0
諁,35521.0,33795.0
諂,35522.0,33796.0
諃,35523.0,33797.0
諄,35524.0,33798.0
諅,35525.0,33799.0
諆,35526.0,33800.0
談,35527.0,33801.0
諈,35528.0,33802.0
諉,35529.0,33803.0
諊,35530.0,33804.0
請,35531.0,33805.0
諌,35532.0,33806.0
諍,35533.0,33807.0
諎,35534.0,33808.0
諏,35535.0,33809.0
諐,35536.0,33810.0
諑,35537.0,33811.0
諒,35538.0,33812.0
諓,35539.0,33813.0
諔,35540.0,33814.0
諕,35541.0,33815.0
論,35542.0,33816.0
諗,35543.0,33817.0
諘,35544.0,33818.0
諙,35545.0,33819.0
諚,35546.0,33820.0
諛,35547.0,33821.0
諜,35548.0,33822.0
諝,35549.0,33823.0
諞,35550.0,33824.0
諟,35551.0,33825.0
諠,35552.0,33826.0
諡,35553.0,33827.0
諢,35554.0,33828.0
諣,35555.0,33829.0
諤,35556.0,33830.0
諥,35557.0,33831.0
諦,35558.0,33832.0
諧,35559.0,33833.0
諨,35560.0,33834.0
諩,35561.0,33835.0
諪,35562.0,33836.0
諫,35563.0,33837.0
諬,35564.0,33838.0
諭,35565.0,33839.0
諮,35566.0,33840.0
諯,35567.0,33841.0
諰,35568.0,33842.0
諱,35569.0,33843.0
諲,35570.0,33844.0
諳,35571.0,33845.0
諴,35572.0,33846.0
諵,35573.0,33847.0
諶,35574.0,33848.0
諷,35575.0,33849.0
諸,35576.0,33850.0
諹,35577.0,33851.0
諺,35578.0,33852.0
諻,35579.0,33853.0
諼,35580.0,33854.0
諽,35581.0,33855.0
諾,35582.0,33856.0
諿,35583.0,33857.0
謀,35584.0,33858.0
謁,35585.0,33859.0
謂,35586.0,33860.0
謃,35587.0,33861.0
謄,35588.0,33862.0
謅,35589.0,33863.0
謆,35590.0,33864.0
謇,35591.0,33865.0
謈,35592.0,33866.0
謉,35593.0,33867.0
謊,35594.0,33868.0
謋,35595.0,33869.0
謌,35596.0,33870.0
謍,35597.0,33871.0
謎,35598.0,33872.0
謏,35599.0,33873.0
謐,35600.0,33874.0
謑,35601.0,33875.0
謒,35602.0,33876.0
謓,35603.0,33877.0
謔,35604.0,33878.0
謕,35605.0,33879.0
謖,35606.0,33880.0
謗,35607.0,33881.0
謘,35608.0,33882.0
謙,35609.0,33883.0
謚,35610.0,33884.0
講,35611.0,33885.0
謜,35612.0,33886.0
謝,35613.0,33887.0
謞,35614.0,33888.0
謟,35615.0,33889.0
謠,35616.0,33890.0
謡,35617.0,33891.0
謢,35618.0,33892.0
謣,35619.0,33893.0
謤,35620.0,33894.0
謥,35621.0,33895.0
謦,35622.0,33896.0
謧,35623.0,33897.0
謨,35624.0,33898.0
謩,35625.0,33899.0
謪,35626.0,33900.0
謫,35627.0,33901.0
謬,35628.0,33902.0
謭,35629.0,33903.0
謮,35630.0,33904.0
謯,35631.0,33905.0
謰,35632.0,33906.0
謱,35633.0,33907.0
謲,35634.0,33908.0
謳,35635.0,33909.0
謴,35636.0,33910.0
謵,35637.0,33911.0
謶,35638.0,33912.0
謷,35639.0,33913.0
謸,35640.0,33914.0
謹,35641.0,33915.0
謺,35642.0,33916.0
謻,35643.0,33917.0
謼,35644.0,33918.0
謽,35645.0,33919.0
謾,35646.0,33920.0
謿,35647.0,33921.0
譀,35648.0,33922.0
譁,35649.0,33923.0
譂,35650.0,33924.0
譃,35651.0,33925.0
譄,35652.0,33926.0
譅,35653.0,33927.0
譆,35654.0,33928.0
譇,35655.0,33929.0
譈,35656.0,33930.0
證,35657.0,33931.0
譊,35658.0,33932.0
譋,35659.0,33933.0
譌,35660.0,33934.0
譍,35661.0,33935.0
譎,35662.0,33936.0
譏,35663.0,33937.0
譐,35664.0,33938.0
譑,35665.0,33939.0
譒,35666.0,33940.0
譓,35667.0,33941.0
譔,35668.0,33942.0
譕,35669.0,33943.0
譖,35670.0,33944.0
譗,35671.0,33945.0
識,35672.0,33946.0
譙,35673.0,33947.0
譚,35674.0,33948.0
譛,35675.0,33949.0
譜,35676.0,33950.0
譝,35677.0,33951.0
譞,35678.0,33952.0
譟,35679.0,33953.0
譠,35680.0,33954.0
譡,35681.0,33955.0
譢,35682.0,33956.0
譣,35683.0,33957.0
譤,35684.0,33958.0
譥,35685.0,33959.0
警,35686.0,33960.0
譧,35687.0,33961.0
譨,35688.0,33962.0
譩,35689.0,33963.0
譪,35690.0,33964.0
譫,35691.0,33965.0
譬,35692.0,33966.0
譭,35693.0,33967.0
譮,35694.0,33968.0
譯,35695.0,33969.0
議,35696.0,33970.0
譱,35697.0,33971.0
譲,35698.0,33972.0
譳,35699.0,33973.0
譴,35700.0,33974.0
譵,35701.0,33975.0
譶,35702.0,33976.0
護,35703.0,33977.0
譸,35704.0,33978.0
譹,35705.0,33979.0
譺,35706.0,33980.0
譻,35707.0,33981.0
譼,35708.0,33982.0
譽,35709.0,33983.0
譾,35710.0,33984.0
譿,35711.0,33985.0
讀,35712.0,33986.0
讁,35713.0,33987.0
讂,35714.0,33988.0
讃,35715.0,33989.0
讄,35716.0,33990.0
讅,35717.0,33991.0
讆,35718.0,33992.0
讇,35719.0,33993.0
讈,35720.0,33994.0
讉,35721.0,33995.0
變,35722.0,33996.0
讋,35723.0,33997.0
讌,35724.0,33998.0
讍,35725.0,33999.0
讎,35726.0,34000.0
讏,35727.0,34001.0
讐,35728.0,34002.0
讑,35729.0,34003.0
讒,35730.0,34004.0
讓,35731.0,34005.0
讔,35732.0,34006.0
讕,35733.0,34007.0
讖,35734.0,34008.0
讗,35735.0,34009.0
讘,35736.0,34010.0
讙,35737.0,34011.0
讚,35738.0,34012.0
讛,35739.0,34013.0
讜,35740.0,34014.0
讝,35741.0,34015.0
讞,35742.0,34016.0
讟,35743.0,34017.0
讠,35744.0,34018.0
计,35745.0,34019.0
订,35746.0,34020.0
讣,35747.0,34021.0
认,35748.0,34022.0
讥,35749.0,34023.0
讦,35750.0,34024.0
讧,35751.0,34025.0
讨,35752.0,34026.0
让,35753.0,34027.0
讪,35754.0,34028.0
讫,35755.0,34029.0
讬,35756.0,34030.0
训,35757.0,34031.0
议,35758.0,34032.0
讯,35759.0,34033.0
记,35760.0,34034.0
讱,35761.0,34035.0
讲,35762.0,34036.0
讳,35763.0,34037.0
讴,35764.0,34038.0
讵,35765.0,34039.0
讶,35766.0,34040.0
讷,35767.0,34041.0
许,35768.0,34042.0
讹,35769.0,34043.0
论,35770.0,34044.0
讻,35771.0,34045.0
讼,35772.0,34046.0
讽,35773.0,34047.0
设,35774.0,34048.0
访,35775.0,34049.0
诀,35776.0,34050.0
证,35777.0,34051.0
诂,35778.0,34052.0
诃,35779.0,34053.0
评,35780.0,34054.0
诅,35781.0,34055.0
识,35782.0,34056.0
诇,35783.0,34057.0
诈,35784.0,34058.0
诉,35785.0,34059.0
诊,35786.0,34060.0
诋,35787.0,34061.0
诌,35788.0,34062.0
词,35789.0,34063.0
诎,35790.0,34064.0
诏,35791.0,34065.0
诐,35792.0,34066.0
译,35793.0,34067.0
诒,35794.0,34068.0
诓,35795.0,34069.0
诔,35796.0,34070.0
试,35797.0,34071.0
诖,35798.0,34072.0
诗,35799.0,34073.0
诘,35800.0,34074.0
诙,35801.0,34075.0
诚,35802.0,34076.0
诛,35803.0,34077.0
诜,35804.0,34078.0
话,35805.0,34079.0
诞,35806.0,34080.0
诟,35807.0,34081.0
诠,35808.0,34082.0
诡,35809.0,34083.0
询,35810.0,34084.0
诣,35811.0,34085.0
诤,35812.0,34086.0
该,35813.0,34087.0
详,35814.0,34088.0
诧,35815.0,34089.0
诨,35816.0,34090.0
诩,35817.0,34091.0
诪,35818.0,34092.0
诫,35819.0,34093.0
诬,35820.0,34094.0
语,35821.0,34095.0
诮,35822.0,34096.0
误,35823.0,34097.0
诰,35824.0,34098.0
诱,35825.0,34099.0
诲,35826.0,34100.0
诳,35827.0,34101.0
说,35828.0,34102.0
诵,35829.0,34103.0
诶,35830.0,34104.0
请,35831.0,34105.0
诸,35832.0,34106.0
诹,35833.0,34107.0
诺,35834.0,34108.0
读,35835.0,34109.0
诼,35836.0,34110.0
诽,35837.0,34111.0
课,35838.0,34112.0
诿,35839.0,34113.0
谀,35840.0,34114.0
谁,35841.0,34115.0
谂,35842.0,34116.0
调,35843.0,34117.0
谄,35844.0,34118.0
谅,35845.0,34119.0
谆,35846.0,34120.0
谇,35847.0,34121.0
谈,35848.0,34122.0
谉,35849.0,34123.0
谊,35850.0,34124.0
谋,35851.0,34125.0
谌,35852.0,34126.0
谍,35853.0,34127.0
谎,35854.0,34128.0
谏,35855.0,34129.0
谐,35856.0,34130.0
谑,35857.0,34131.0
谒,35858.0,34132.0
谓,35859.0,34133.0
谔,35860.0,34134.0
谕,35861.0,34135.0
谖,35862.0,34136.0
谗,35863.0,34137.0
谘,35864.0,34138.0
谙,35865.0,34139.0
谚,35866.0,34140.0
谛,35867.0,34141.0
谜,35868.0,34142.0
谝,35869.0,34143.0
谞,35870.0,34144.0
谟,35871.0,34145.0
谠,35872.0,34146.0
谡,35873.0,34147.0
谢,35874.0,34148.0
谣,35875.0,34149.0
谤,35876.0,34150.0
谥,35877.0,34151.0
谦,35878.0,34152.0
谧,35879.0,34153.0
谨,35880.0,34154.0
谩,35881.0,34155.0
谪,35882.0,34156.0
谫,35883.0,34157.0
谬,35884.0,34158.0
谭,35885.0,34159.0
谮,35886.0,34160.0
谯,35887.0,34161.0
谰,35888.0,34162.0
谱,35889.0,34163.0
谲,35890.0,34164.0
谳,35891.0,34165.0
谴,35892.0,34166.0
谵,35893.0,34167.0
谶,35894.0,34168.0
谸,35896.0,34169.0
谹,35897.0,34170.0
谺,35898.0,34171.0
谻,35899.0,34172.0
谼,35900.0,34173.0
谽,35901.0,34174.0
谾,35902.0,34175.0
谿,35903.0,34176.0
豀,35904.0,34177.0
豁,35905.0,34178.0
豂,35906.0,34179.0
豃,35907.0,34180.0
豄,35908.0,34181.0
豅,35909.0,34182.0
豇,35911.0,34183.0
豈,35912.0,34184.0
豉,35913.0,34185.0
豊,35914.0,34186.0
豋,35915.0,34187.0
豌,35916.0,34188.0
豍,35917.0,34189.0
豎,35918.0,34190.0
豏,35919.0,34191.0
豐,35920.0,34192.0
豑,35921.0,34193.0
豒,35922.0,34194.0
豓,35923.0,34195.0
豔,35924.0,34196.0
豖,35926.0,34197.0
豗,35927.0,34198.0
豘,35928.0,34199.0
豙,35929.0,34200.0
豚,35930.0,34201.0
豛,35931.0,34202.0
豜,35932.0,34203.0
豝,35933.0,34204.0
豞,35934.0,34205.0
豟,35935.0,34206.0
豠,35936.0,34207.0
象,35937.0,34208.0
豢,35938.0,34209.0
豣,35939.0,34210.0
豤,35940.0,34211.0
豥,35941.0,34212.0
豦,35942.0,34213.0
豧,35943.0,34214.0
豨,35944.0,34215.0
